lc_id,applicant_id,beneficiary_id,lc_amount_usd,tenor_days,commodity_hs_code,origin_country,destination_country,issue_date,expiry_date,port_origin,port_destination,applicant_credit_score,beneficiary_otif_score,historical_discrepancy_rate_applicant,historical_discrepancy_rate_beneficiary,port_congestion_origin,port_congestion_destination,freight_rate_percentile,seasonal_factor,currency_volatility,country_risk_differential,pd_adjusted,default_flag,days_to_default
LC-0000888,APP-0007,BEN-0531,1939591.1398337043,180,9403,US,US,2020-01-09,2020-07-07,Rotterdam,LA,656.0,0.9324009522332304,0.01702374934206836,0.006070498679699144,0.4804522940816031,0.11211064147166391,0.8114627409370965,1.2913980859532774,0.068825371148916,0.0,0.03128341853616098,0,180
LC-0000889,APP-0135,BEN-0226,139040.834248337,30,2601,TW,IN,2020-07-16,2020-08-15,LA,Busan,805.0,0.9776239309206756,0.04073781943016466,0.026507227472032872,0.26162439830969764,0.2261789904939912,0.8935403260588203,1.1365091080366505,0.3735787422907612,0.10000000000000003,0.03145217047136879,0,30
LC-0000890,APP-0049,BEN-0595,203663.85641673667,180,8703,TH,CN,2021-09-28,2022-03-27,LA,Shanghai,766.0,0.7411653562310875,0.028380943856345257,0.03920267945194121,0.39670323448955797,0.4210668326129067,0.9525171084916589,1.0312119153061947,0.06536290869571214,0.04999999999999999,0.034646071841048585,0,180
LC-0000891,APP-0354,BEN-0334,990210.899813938,365,8703,CN,DE,2021-05-22,2022-05-22,Singapore,Shanghai,814.0,0.871843884448627,0.0074336141460229375,0.03062029651030416,0.18721573774664607,0.18438821113168524,0.22669452734763706,0.9916915887352267,0.06232755272759506,0.35,0.02754233461268973,0,365
LC-0000892,APP-0261,BEN-0100,391487.62557689735,120,8703,VN,TR,2020-09-02,2020-12-31,Hamburg,LA,493.0,0.8937030517335944,0.0972863763465808,0.04994176802005197,0.22971459464102958,0.21969738404435513,0.1259191466963714,1.053268835392147,0.22619972310140896,0.14999999999999997,0.031998411551985365,0,120
LC-0000893,APP-0490,BEN-0259,150013.09995507108,60,8471,VN,TW,2021-09-09,2021-11-08,Rotterdam,LA,577.0,0.8118532481874032,0.0006946752927370795,0.02524924600722362,0.19929788542226795,0.30743259290603364,0.14179445400576318,1.1983910037415537,0.251461482353854,0.15000000000000002,0.0308675221809157,0,60
LC-0000894,APP-0374,BEN-0430,860773.307132013,180,8516,BR,BR,2020-12-15,2021-06-13,Busan,Busan,629.0,0.9175017140806561,0.035190689182552214,0.020479425102844465,0.2545243696795681,0.17842051386208482,0.8115923716000162,1.2912546206585853,0.2329454193254302,0.0,0.03144574160572031,0,180
LC-0000895,APP-0305,BEN-0638,7331750.395108608,120,7201,US,US,2020-05-21,2020-09-18,LA,Busan,822.0,0.9776486582404946,0.025778299201793555,0.004562078575466398,0.2748758452636207,0.44489918021320785,0.48813688140346956,0.8508239103629096,0.032109525095734504,0.0,0.028175207699443774,0,120
LC-0000896,APP-0254,BEN-0016,262004.16333252387,90,9403,DE,JP,2021-09-03,2021-12-02,Hamburg,Shanghai,840.0,0.8975055986763085,0.11911978259351125,0.0007847871188552596,0.2881979865170767,0.27000640151967525,0.5656227134796312,0.9773433823884117,0.38460170244957487,0.04999999999999999,0.03118539472075503,0,90
LC-0000897,APP-0027,BEN-0766,193908.20031649157,180,8471,PK,FR,2021-02-14,2021-08-13,Rotterdam,LA,602.0,0.8460281042131328,0.06736266821731558,0.027318952544611738,0.36802884858979107,0.4219816279999016,0.10071800692246202,1.0857066437360465,0.2340198442405752,0.58,0.03736735758111183,0,180
LC-0000898,APP-0035,BEN-0519,210226.4633240364,90,2710,IN,ID,2021-08-20,2021-11-18,LA,LA,768.0,0.9350682382005678,0.06434038123030843,0.02898955646876564,0.25928262580774236,0.2302665047705628,0.4980590469188473,1.052934555696536,0.2230995086166689,0.09999999999999998,0.02963609090271006,0,90
LC-0000899,APP-0308,BEN-0700,1161989.5825462118,180,2601,JP,TH,2021-05-20,2021-11-16,Hamburg,Busan,508.0,0.9258451180774506,0.0015129956510754126,0.12620616889914904,0.2164070299422767,0.23056740941486426,0.1949743378513087,0.9520552350196255,0.08064462273158046,0.25,0.03066222639328559,0,180
LC-0000900,APP-0002,BEN-0744,66250.83830644608,120,8471,CA,JP,2020-04-01,2020-07-30,Shanghai,Shanghai,632.0,0.7751671559169665,0.21376029652161127,0.057236876840543766,0.10469007607076,0.18717107216980583,0.47050390602665904,0.9394396601594822,0.13018041576353093,0.04999999999999999,0.031787272772082334,0,120
LC-0000901,APP-0021,BEN-0122,107207.7329165206,60,9403,CN,CN,2020-02-14,2020-04-14,Shanghai,Rotterdam,745.0,0.9064025946441913,0.025107653949240867,0.11219667861601067,0.180849999645469,0.15832197650853327,0.6345615881808255,1.0598557857293915,0.017662635770561007,0.0,0.026944127777213223,0,60
LC-0000902,APP-0109,BEN-0074,16217.327953068809,365,3004,DE,CN,2020-03-31,2021-03-31,Busan,LA,787.0,0.7923875991211614,0.02625868052081749,0.02706039695063458,0.05248028660729885,0.3057631669492268,0.9387575430417742,1.2066744888861165,0.22699218299589188,0.35,0.03334264447667483,0,365
LC-0000903,APP-0442,BEN-0621,27562.135456674474,90,2601,BR,CN,2020-07-20,2020-10-18,Shanghai,Shanghai,359.0,0.7763744494741016,0.10048463145592344,0.011553497749152871,0.2711096284288267,0.46651643941486287,0.8610152796243687,1.1817174267424708,0.1178851530624002,0.10000000000000003,0.04012036783914764,0,90
LC-0000904,APP-0229,BEN-0150,74854.38679552477,90,6203,TH,US,2020-07-20,2020-10-18,Busan,Busan,340.0,0.8399395508752119,0.038692983253876344,0.056299211820108774,0.13945764082229362,0.07508317841343494,0.6168339765554339,1.0036340954987257,0.12885088348137624,0.25,0.03439717980987462,0,90
LC-0000905,APP-0354,BEN-0118,149655.98546550353,90,6204,PK,CN,2022-04-07,2022-07-06,Singapore,Busan,419.0,0.9783696286478231,0.04934291101875384,0.24415771103228223,0.32868651319742537,0.19163627044491133,0.18248553508308674,0.9619679378709531,0.19945033879090504,0.24999999999999994,0.03333787065822396,0,90
LC-0000906,APP-0205,BEN-0374,2312003.4214868825,60,8516,VN,DE,2021-12-05,2022-02-03,Singapore,Hamburg,356.0,0.9668449223189802,0.0664070207249221,0.24929311242173488,0.32414430041124975,0.2608181600647456,0.09798843588644612,0.9668768889701965,0.11361234037464266,0.35,0.03502898987618899,0,60
LC-0000907,APP-0086,BEN-0730,363665.2960971311,120,9999,US,KR,2022-03-02,2022-06-30,Singapore,LA,417.0,0.8852568612963325,0.01701901363502192,0.27027779143663605,0.24315972420159293,0.3768672559948543,0.363944391546036,1.0985468423343652,0.09859360157321784,0.1,0.03355081943844625,1,56
LC-0000908,APP-0185,BEN-0636,41435.04232306344,90,6203,DE,KR,2021-03-02,2021-05-31,Singapore,Hamburg,821.0,0.9325774484751508,0.03817190988433248,0.0133594164150381,0.23363563384271813,0.3618082769210877,0.49750617097670535,0.9269306170394898,0.05626649059394033,0.15,0.029102956030904334,0,90
LC-0000909,APP-0045,BEN-0414,54613.11159210802,180,8516,CN,IN,2020-10-17,2021-04-15,Busan,Hamburg,642.0,0.9795737087518787,0.05155911690084847,0.05141422138047507,0.10114878810053757,0.3622084827493434,0.4989835601400754,0.9077253909912064,0.1018463444169082,0.04999999999999999,0.0293970410320271,0,180
LC-0000910,APP-0385,BEN-0157,1279683.0970921817,365,9999,SG,CN,2020-12-28,2021-12-28,Shanghai,Busan,353.0,0.9723929536656815,0.07135892852257038,0.06005846359740765,0.254172092197323,0.2281694556515118,0.6624980727898572,0.8634686426063094,0.021734964056747148,0.37,0.036907095163355046,0,365
LC-0000911,APP-0091,BEN-0269,881971.9422224769,120,6203,CN,JP,2022-02-20,2022-06-20,Busan,LA,689.0,0.8498645990573386,0.006775612162380455,0.022779054962008046,0.18145651786565253,0.22991620636306911,0.7712741748046604,1.0879389285416963,0.2260730487309106,0.30000000000000004,0.03301222028589955,0,120
LC-0000912,APP-0188,BEN-0550,169774.24541195537,60,8516,IN,AU,2020-11-15,2021-01-14,Rotterdam,Busan,816.0,0.8690273716815803,0.04581363522692363,0.006919247047976132,0.2560760275497525,0.23857744054414878,0.6617869725246102,1.1187068062861276,0.2342604925635909,0.32,0.03220525679548172,0,60
LC-0000913,APP-0490,BEN-0125,83801.84489587601,120,2710,DE,DE,2021-07-23,2021-11-20,Hamburg,Hamburg,760.0,0.9723252185440378,0.15510458621776763,0.010831603263540296,0.5426637281714755,0.3535995366788851,0.8925687814596512,1.1735648157153347,0.12261941026901568,0.0,0.03512467949877153,0,120
LC-0000914,APP-0295,BEN-0419,879755.4530356639,30,2710,CN,IT,2020-05-10,2020-06-09,LA,Hamburg,770.0,0.9586934944935948,0.07560123675331296,0.006526298505447958,0.27344129872105805,0.5734730231083508,0.07432720193757258,0.8602335744816806,0.5429984275656549,0.27,0.033788322532911225,0,30
LC-0000915,APP-0229,BEN-0009,36680.82103753026,180,8471,US,DE,2022-06-02,2022-11-29,Rotterdam,LA,794.0,0.9591174079176981,0.07821956440472902,0.057199703244847196,0.22750158436106782,0.28548409018566445,0.9604261033291404,0.8205313809551718,0.04959689069470422,0.04999999999999999,0.03065324104083473,0,180
LC-0000916,APP-0271,BEN-0260,293034.49079241476,90,8516,VN,KR,2021-07-31,2021-10-29,LA,Busan,713.0,0.8683040785511172,0.009586545436978615,0.05931706882209865,0.23131305909693753,0.5457908958853808,0.3463195563307607,1.1275000638769275,0.34454318733867256,0.2,0.03335155718173319,0,90
LC-0000917,APP-0392,BEN-0198,4920833.508123066,180,8703,CN,JP,2022-05-19,2022-11-15,Busan,LA,781.0,0.9803843639821513,0.10157526112937203,0.06814936350956124,0.23616339263788097,0.2842479550865695,0.6478042334806734,1.2169228812863064,0.25184783633276386,0.30000000000000004,0.032722445528457024,0,180
LC-0000918,APP-0127,BEN-0544,221468.02986995506,90,9999,PK,MX,2020-09-22,2020-12-21,Rotterdam,Rotterdam,738.0,0.73302847296636,0.06734095812439253,0.01629765239261495,0.43656695174727883,0.27527459258515663,0.3805342545910898,1.0513249495524262,0.19920662355071575,0.19999999999999996,0.03365213825612054,0,90
LC-0000919,APP-0318,BEN-0731,50847.47686683058,60,7201,MY,ID,2021-07-09,2021-09-07,Hamburg,LA,675.0,0.9560906814513404,0.029317364007877912,0.06119540075072258,0.5473517139726893,0.2812122910531509,0.7992457653160219,1.0069545082939733,0.056460387564753876,0.15000000000000002,0.03438973581781725,0,60
LC-0000920,APP-0436,BEN-0117,301207.0117463621,365,2601,CN,DE,2020-09-03,2021-09-03,Singapore,Rotterdam,409.0,0.9021003735461182,0.047793351209484435,0.07855071179836716,0.20707669887220087,0.45581052167094316,0.1841907242593741,0.860238106425171,0.05430184249370654,0.35,0.035400240530886515,0,365
LC-0000921,APP-0286,BEN-0637,80417.48619257756,90,8544,IT,BR,2021-02-25,2021-05-26,LA,Shanghai,803.0,0.7936186573581995,0.007883031872963537,0.019242185447980044,0.3729583054495862,0.394451447628929,0.49951666927072635,0.894926217512581,0.18408078509350925,0.37000000000000005,0.03412475182785338,0,90
LC-0000922,APP-0223,BEN-0524,20107.059159791806,180,9403,US,ID,2020-10-17,2021-04-15,Singapore,Busan,349.0,0.8723930433605193,0.033587154305078235,0.0896698207505378,0.543619801677789,0.09372116400658086,0.5421535818718383,1.1921352367345872,0.20863094369179386,0.35,0.03870837729782386,0,180
LC-0000923,APP-0072,BEN-0775,465819.7521441201,180,8528,CN,TW,2020-05-08,2020-11-04,Singapore,Busan,451.0,0.8996113524555841,0.04809020278560467,0.04315422225845192,0.22274603007719637,0.3531988073208875,0.1427284770869227,0.9409813428321963,0.06860113979050585,0.15000000000000002,0.0321596277089769,0,180
LC-0000924,APP-0124,BEN-0729,870437.8159942313,90,6203,US,CN,2021-02-01,2021-05-02,Shanghai,LA,697.0,0.8345938802282539,0.11254300152129261,0.042113451668320805,0.1794717668688614,0.2741351871045808,0.7668850249434296,1.192521527511503,0.2706821805490757,0.30000000000000004,0.03514086877968369,0,90
LC-0000925,APP-0473,BEN-0080,102093.05618422397,90,6203,NL,CN,2021-04-22,2021-07-21,Rotterdam,Busan,698.0,0.9717407389457083,0.052396129720202626,0.11230841647752977,0.19487208640070552,0.5719533624802474,0.3196430166219968,0.9996557643254828,0.18408566805069818,0.37,0.03384082900237,0,90
LC-0000926,APP-0270,BEN-0594,92424.41819114739,90,3004,VN,ID,2020-05-21,2020-08-19,Hamburg,LA,785.0,0.9897161901582486,0.014219072479626019,0.024211434335515668,0.20598813474785907,0.1212355623243043,0.9572875377799305,1.2636478440535561,0.17732048385983817,0.04999999999999999,0.028626577018012623,0,90
LC-0000927,APP-0150,BEN-0473,38470.689295128286,180,8544,CN,TH,2020-12-24,2021-06-22,Hamburg,Hamburg,342.0,0.9126138700900881,0.13891820458417822,0.02812717648789555,0.1730418442545241,0.588780755880169,0.14088462724836304,1.0569312667579616,0.20180543518901664,0.04999999999999999,0.036241120255031734,0,180
LC-0000928,APP-0209,BEN-0090,129974.89550621611,365,6204,TH,BD,2020-03-25,2021-03-25,LA,Rotterdam,733.0,0.8343372030484159,0.08477199263689475,0.029390176498854906,0.36367615895070743,0.1023535661924297,0.5889517458377841,0.9088603718900956,0.17194702909872878,0.25,0.032453197978262203,0,365
LC-0000929,APP-0289,BEN-0205,70013.78467794888,90,7201,MX,US,2021-08-04,2021-11-02,Shanghai,Hamburg,368.0,0.8744683819583394,0.059834896510656474,0.023394988610849203,0.1444430977914232,0.49505104573775727,0.008681187339312668,0.8344155499379858,0.23308728000347476,0.35,0.03610068246918473,0,90
LC-0000930,APP-0268,BEN-0741,35719.461880634655,120,8703,BR,TW,2020-10-08,2021-02-05,Shanghai,Singapore,634.0,0.7860295617559256,0.0967871791905068,0.08617554219353919,0.15886409207253396,0.2884284166805229,0.6811923865510182,1.1222972722330593,0.13145868598329113,0.25000000000000006,0.034342741494398706,0,120
LC-0000931,APP-0349,BEN-0434,2780811.2109462693,60,8471,IN,NL,2020-03-21,2020-05-20,Rotterdam,Busan,424.0,0.928165217463744,0.04611781586010951,0.004506523116847778,0.3147675521425096,0.2604085426788181,0.03880092574922411,1.0138971203499885,0.15334720629788576,0.32,0.033688197631445906,1,19
LC-0000932,APP-0128,BEN-0270,327662.4445984666,120,8471,NL,FR,2021-04-06,2021-08-04,Hamburg,Shanghai,612.0,0.7929704031027135,0.008579212204308123,0.010635087967172576,0.1956878027596633,0.4235071123820339,0.9391477980592702,1.1453940876534112,0.2995765577734656,0.039999999999999994,0.035260019511174544,0,120
LC-0000933,APP-0324,BEN-0256,384074.8221906639,180,6204,VN,MX,2022-01-21,2022-07-20,Rotterdam,Shanghai,356.0,0.8644729361687075,0.033391606043300624,0.11054458327190529,0.1082559048649606,0.03447068371376568,0.1172273963330066,1.0981291400608753,0.38372340786562864,0.04999999999999999,0.030173013508842942,0,180
LC-0000934,APP-0221,BEN-0670,612374.5312012527,180,8544,CN,CN,2022-06-11,2022-12-08,Busan,Singapore,318.0,0.8777361321451976,0.18356848898081235,0.19287552337964023,0.22635592129314847,0.292679783275817,0.5999316828452285,1.0122596490922673,0.2541564159764685,0.0,0.03756661257640083,0,180
LC-0000935,APP-0470,BEN-0226,517391.08858902316,90,3004,NL,MX,2022-05-20,2022-08-18,Singapore,Rotterdam,831.0,0.837293659126314,0.0013835467757616954,0.009774717316586202,0.28687729750789076,0.2552557079987198,0.20946585668046802,0.9967332525678909,0.23913707434731998,0.42,0.03051447336967694,0,90
LC-0000936,APP-0078,BEN-0127,87582.37611700306,90,7201,US,KR,2020-06-05,2020-09-03,Singapore,Shanghai,581.0,0.7816469644542307,0.031555421274564815,0.02159860646092742,0.44400336247164196,0.18298665758570365,0.5619181666950562,0.8389457595662366,0.024780171873686738,0.1,0.03315550348401177,0,90
LC-0000937,APP-0074,BEN-0459,244954.7881800962,60,8542,MX,US,2020-07-07,2020-09-05,Shanghai,Shanghai,556.0,0.9396120335310748,0.079841226005783,0.17207922844048507,0.5158005447726556,0.3828828666233685,0.07859068776261025,0.8361595449024757,0.021128221677772705,0.35,0.035096669238366525,0,60
LC-0000938,APP-0230,BEN-0794,108711.6533189279,60,8708,MX,CN,2022-03-14,2022-05-13,Shanghai,LA,516.0,0.863431305359695,0.1808909593370627,0.08989506000212805,0.489073578780576,0.3215941185896001,0.77468290525,0.9601352829199972,0.13393389060981692,0.04999999999999999,0.03848442909572085,0,60
LC-0000939,APP-0254,BEN-0146,314171.85910820623,90,8703,US,ID,2021-07-23,2021-10-21,Shanghai,LA,798.0,0.9159685743235604,0.0004842898952303088,0.00857388409865106,0.33046315377455016,0.19760346446894303,0.6762350171084587,1.2944475133272049,0.5400164995165139,0.35,0.03374306367568091,0,90
LC-0000940,APP-0345,BEN-0204,271722.4252835528,180,3004,CN,CN,2021-05-03,2021-10-30,Hamburg,Singapore,730.0,0.9817639420885625,0.1629148869816718,0.032976675577374,0.22440987254787284,0.1725526024318353,0.5567503881032947,1.095299346792229,0.1340516172181756,0.0,0.029304972975404676,0,180
LC-0000941,APP-0202,BEN-0375,91675.42315115695,90,8516,MX,DE,2021-12-22,2022-03-22,Rotterdam,Hamburg,562.0,0.8990141098564737,0.027261591864549503,0.02128884955753287,0.3193934252058951,0.19583812626139432,0.6596531265906284,1.1979430025578197,0.09169782974133435,0.4,0.03507333857692817,0,90
LC-0000942,APP-0456,BEN-0159,22160.172289264534,90,8708,FR,KR,2020-02-28,2020-05-28,Hamburg,Singapore,367.0,0.9273516557621007,0.016525506016300116,0.12629283230249533,0.10207802883377261,0.34605275635233723,0.3348122391697188,1.0701533439652642,0.228976855579667,0.13,0.033145614719939855,0,90
LC-0000943,APP-0237,BEN-0520,202674.3100128546,120,8542,GB,AU,2021-05-13,2021-09-10,Shanghai,Singapore,684.0,0.9504916869432932,0.018148885451235098,0.030667785717144104,0.17921791395748463,0.21567844968220767,0.8406125024735281,0.9429035316747636,0.3182633606229588,0.039999999999999994,0.030898977208572567,0,120
LC-0000944,APP-0064,BEN-0202,119802.01309125639,60,8542,KR,MX,2021-05-30,2021-07-29,Rotterdam,Busan,412.0,0.8823069997076992,0.06320594819134824,0.062263178542832635,0.4910400057270283,0.16241149442676373,0.43903222823270693,1.0667397071837306,0.23453383355258728,0.25,0.03709105196167293,0,60
LC-0000945,APP-0059,BEN-0102,9551.386712557322,60,9999,CN,US,2022-04-21,2022-06-20,Busan,Rotterdam,476.0,0.9149995749012861,0.06266198003724462,0.07510709244036262,0.2576106909898115,0.31038696388621767,0.9156787607666053,0.8278734436028067,0.2796730331420811,0.30000000000000004,0.03853321415423823,0,60
LC-0000946,APP-0486,BEN-0209,348534.55344925885,180,8471,US,CN,2021-02-24,2021-08-23,Busan,Singapore,663.0,0.9667432659262262,0.1047621535847833,0.07413344327190997,0.15926848312332445,0.1523289081716024,0.7652511942460867,0.8156727908623451,0.10848769251744374,0.30000000000000004,0.03234659000712946,0,180
LC-0000947,APP-0067,BEN-0744,692465.134417194,30,9403,BR,US,2021-04-05,2021-05-05,Rotterdam,Busan,822.0,0.940087874080121,0.08076944223920975,0.0040869632712437045,0.34166030416933874,0.5956152451827407,0.4628032805810133,1.0993531113480148,0.10816216923948337,0.4,0.0350689053539495,0,30
LC-0000948,APP-0473,BEN-0747,7221221.741396286,90,6204,DE,US,2021-12-21,2022-03-21,Hamburg,Shanghai,422.0,0.9778064471944327,0.019722555417273344,0.09129576200611685,0.2526634465987779,0.3452128773952621,0.5566485625136144,0.9303065871370009,0.007379892183121624,0.04999999999999999,0.03275855659657638,0,90
LC-0000949,APP-0139,BEN-0404,90508.92512752458,90,8542,TH,NL,2020-08-31,2020-11-29,Shanghai,LA,319.0,0.8841588084938519,0.12672247962877772,0.029559185098455443,0.07730422195741976,0.08496102326514206,0.11843640732080096,1.2556610339496896,0.191262917645071,0.32,0.03341844737672919,0,90
LC-0000950,APP-0046,BEN-0320,72542.8104237486,60,6204,US,DE,2020-03-03,2020-05-02,Hamburg,Rotterdam,533.0,0.9414140255780019,0.10483552871870067,0.05034636996951649,0.3242007740164413,0.40055102374224816,0.6265941317960271,0.8700911254293183,0.028757127389694617,0.04999999999999999,0.03447087831470113,0,60
LC-0000951,APP-0152,BEN-0655,30818.43886683349,60,8544,CN,CN,2021-02-28,2021-04-29,Singapore,Busan,683.0,0.8755082377008835,0.03905555797691628,0.14545718355380263,0.2883303120977425,0.3365291136573852,0.5562037123861191,1.0341879128431497,0.20626057869863962,0.0,0.03132166508001625,0,60
LC-0000952,APP-0307,BEN-0155,222562.41536180707,60,6203,KR,IT,2021-07-03,2021-09-01,Rotterdam,Hamburg,661.0,0.9863698867290819,0.08246945163177422,0.02300380535557896,0.09842489144070059,0.4065400006985396,0.5804422889981812,1.2388947771627454,0.38241290739407074,0.07,0.03206121077352536,0,60
LC-0000953,APP-0213,BEN-0523,220461.2608849428,90,8708,KR,CN,2021-03-15,2021-06-13,Rotterdam,Busan,822.0,0.8910353422258765,0.015418595901126226,0.07043470298201189,0.2858084718817081,0.3878224658612751,0.12718928317139233,0.960858102494367,0.1737749823188501,0.2,0.028850223496166415,0,90
LC-0000954,APP-0392,BEN-0544,48197.16581638209,180,8516,KR,CN,2021-09-27,2022-03-26,LA,Singapore,414.0,0.8728452652205113,0.09790935941091303,0.1002153096754749,0.33017921505646586,0.15873230850838094,0.3717678498630179,0.8800579232324522,0.13145077339259895,0.2,0.03478275784947577,0,180
LC-0000955,APP-0305,BEN-0568,125192.1676511333,90,8528,US,JP,2020-08-16,2020-11-14,Busan,Shanghai,733.0,0.9529770787715703,0.030751463459035098,0.034973624633303356,0.1906383745587696,0.7205969624872351,0.2535031195008908,1.2331962913968242,0.11656048719883573,0.0,0.030467435851541484,0,90
LC-0000956,APP-0200,BEN-0174,8366.588549256816,90,8471,NL,CN,2020-01-13,2020-04-12,Rotterdam,LA,725.0,0.9149906299884163,0.09538204842970702,0.0062581099109779055,0.31022696774829034,0.2823448779201866,0.29376379850443224,0.8197613368668618,0.40619637618457877,0.37,0.03401673580992578,0,90
LC-0000957,APP-0317,BEN-0572,653151.979592985,90,6203,JP,CN,2021-12-09,2022-03-09,Busan,Hamburg,755.0,0.9388220928392128,0.06964293344175869,0.043330959912295595,0.16482809155420844,0.2666728309859938,0.45517999330783343,1.2704371710081617,0.11593447818782471,0.30000000000000004,0.03031792444558678,0,90
LC-0000958,APP-0485,BEN-0489,51224.904587617544,365,9403,BR,CA,2022-02-04,2023-02-04,Rotterdam,Shanghai,796.0,0.868191071083916,0.06301051375435526,0.0180761829317722,0.2660534414623486,0.18056961741906122,0.08166324345242715,0.9650561874357529,0.08207666442260785,0.45000000000000007,0.02949629636577522,0,365
LC-0000959,APP-0205,BEN-0700,154510.21241061573,60,8471,KR,FR,2021-07-09,2021-09-07,Singapore,LA,464.0,0.7334607228557037,0.21387826850384142,0.15425652413867044,0.5653570334796414,0.3170827841621782,0.21493076294963853,0.8356480998970147,0.027592758380099853,0.13,0.03832498582408651,0,60
LC-0000960,APP-0076,BEN-0139,19148.120968655854,180,8516,DE,BR,2020-10-09,2021-04-07,Busan,Busan,470.0,0.8536274242936887,0.13737451224572925,0.049559439767033746,0.15266851625037473,0.43484779819926506,0.3853908922151237,1.0330667870247503,0.10613760327270023,0.45000000000000007,0.037852211521222597,0,180
LC-0000961,APP-0204,BEN-0490,67946.071328043,90,6204,MX,MX,2020-11-29,2021-02-27,Singapore,Singapore,548.0,0.8462968945106515,0.18305444799680984,0.09519611097013624,0.3209090096776327,0.30332301753191854,0.6708658684959774,0.9565708728068247,0.1004998258210542,0.0,0.035363285875463536,0,90
LC-0000962,APP-0420,BEN-0663,107003.1197674045,365,8544,IN,CN,2021-03-07,2022-03-07,Hamburg,Busan,492.0,0.9337746382433185,0.004668080806582345,0.13494434926968718,0.25707080044812675,0.4536390010195918,0.5527305586535524,0.8716542605619615,0.04901198438875563,0.04999999999999999,0.03318854679625376,0,365
LC-0000963,APP-0108,BEN-0222,160021.54310504557,90,6203,JP,GB,2021-01-14,2021-04-14,LA,Busan,374.0,0.8321614692144809,0.03417308617867087,0.05665336573531948,0.1497052198001708,0.2280050690538617,0.6952961126534319,0.8893997601722142,0.153859282530853,0.03,0.034003361596310025,0,90
LC-0000964,APP-0474,BEN-0595,334234.71787768364,30,8516,VN,JP,2020-07-20,2020-08-19,Busan,Singapore,481.0,0.9493651704428343,0.025752042559292723,0.015181383196208724,0.07397159143571747,0.2602672131052181,0.7656348612398028,1.079610656301203,0.37923805997120397,0.30000000000000004,0.03531433378930856,0,30
LC-0000965,APP-0294,BEN-0079,1409312.5992684017,90,9403,CN,CN,2020-11-30,2021-02-28,Shanghai,LA,507.0,0.9483604718852355,0.0009939708983374362,0.04607493107364721,0.15141386057209216,0.2048390660419991,0.7544822331994456,1.140257255759059,0.06776808205857639,0.0,0.030390663472341324,0,90
LC-0000966,APP-0300,BEN-0574,488486.15790822357,60,8528,MY,US,2020-09-25,2020-11-24,Hamburg,LA,717.0,0.7679320460353147,0.02103108365591996,0.18835323342318844,0.07159030816171802,0.27784065636993455,0.09606760491489352,1.2919272735927805,0.14927908906428672,0.19999999999999998,0.0279333700544046,0,60
LC-0000967,APP-0158,BEN-0485,689172.453973214,120,8471,US,JP,2021-02-07,2021-06-07,LA,Rotterdam,304.0,0.8526730167090363,0.00026715148654170566,0.06370058692457306,0.38398422720143593,0.6223454427918916,0.07661390286170322,1.2230664064485572,0.09425025936355454,0.0,0.03598164653176336,0,120
LC-0000968,APP-0460,BEN-0154,1424250.352604557,120,8528,CN,CN,2020-12-03,2021-04-02,Busan,Rotterdam,712.0,0.7281214948586798,0.05957812670787389,0.061882685429447144,0.2719776716044142,0.1124114645134388,0.3488548009151937,1.1771258225550887,0.11313053713015066,0.0,0.028523085076822306,0,120
LC-0000969,APP-0018,BEN-0053,382529.7940988258,120,8471,TW,US,2021-04-20,2021-08-18,Singapore,Singapore,728.0,0.9095316388191005,0.052527879505614425,0.045802982515992796,0.0748111190205095,0.2420565791741734,0.6248162146457261,0.8724925090929421,0.2314612696373916,0.15,0.029783599011323127,0,120
LC-0000970,APP-0149,BEN-0596,154035.62819775465,60,9403,CN,US,2021-12-27,2022-02-25,Rotterdam,Busan,373.0,0.965456936305245,0.007170714260962112,0.1731635810833233,0.21045306938973754,0.22711538496479924,0.1182379501918005,0.8275949982093154,0.1056434150100874,0.30000000000000004,0.032259749687594055,0,60
LC-0000971,APP-0209,BEN-0193,739454.3729632212,120,2710,ZA,JP,2020-10-24,2021-02-21,LA,Hamburg,824.0,0.8390338869940445,0.12424484370685127,0.2414781343640222,0.25270288099986066,0.2475531305935302,0.10301877919194413,1.0753745454264376,0.07531162021590694,0.4,0.030343722965340922,0,120
LC-0000972,APP-0238,BEN-0397,813835.8197011125,90,8471,DE,CN,2020-02-22,2020-05-22,LA,Rotterdam,698.0,0.8771029336706198,0.016022096741312032,0.035766888573883965,0.5438414503487838,0.12732412282228042,0.8854706243669935,1.0705654325698937,0.12246442825105364,0.35,0.03568021063097052,0,90
LC-0000973,APP-0237,BEN-0048,430562.92393785965,365,8516,US,IN,2022-01-06,2023-01-06,Hamburg,Hamburg,685.0,0.9171246781718484,0.10037960371921989,0.0003626192404850265,0.17233715779830655,0.0951477513738557,0.9068225227908219,1.1950455387990233,0.40339470459505916,0.25,0.03387117640938797,0,365
LC-0000974,APP-0073,BEN-0770,18362.367496011746,120,6204,CN,CN,2020-06-16,2020-10-14,Rotterdam,LA,721.0,0.9247346522965862,0.026801831558146482,0.10737291563504173,0.2520133086193597,0.14264164881774505,0.8095646478041877,1.1857309392638085,0.36800928607579175,0.0,0.03047770956131713,0,120
