source_id,target_id,edge_type,volume_usd,payment_terms_days,reliability_score,transit_time_days,modal_type
SUP-0226,SUP-0184,supplies,2207105.735606979,120,0.7290639350908197,10,ocean
SUP-0055,SUP-0387,ships_via,2116968.5164915537,45,0.6314292596932138,5,road
SUP-0471,SUP-0145,supplies,166050.47846680132,30,0.9736161814577309,3,road
SUP-0079,SUP-0028,ships_via,934350.0051855267,45,0.9373358589008371,12,ocean
SUP-0325,SUP-0339,ships_via,784553.6074005786,30,0.7960345403839849,10,rail
SUP-0065,SUP-0088,ships_via,364130.10993352276,45,0.649589863561005,5,road
SUP-0295,SUP-0073,supplies,3655173.1468161503,60,0.848192059722705,20,ocean
SUP-0083,SUP-0459,ships_via,133797.65606690123,60,0.7956665722804109,1,road
SUP-0444,SUP-0113,finances,84369868.58560428,90,0.7272788704193168,13,ocean
SUP-0230,SUP-0491,ships_via,156282.5593667353,60,0.7549825582769588,2,air
SUP-0004,SUP-0174,supplies,873117.4736645425,90,0.7593700589331779,13,ocean
SUP-0025,SUP-0138,finances,67923076.56455998,90,0.9620730339455338,3,air
SUP-0271,SUP-0227,ships_via,10261111.183440791,45,0.6322949752388897,10,ocean
SUP-0259,SUP-0138,supplies,8667889.21972156,30,0.8892739246496498,1,air
SUP-0165,SUP-0463,supplies,307840.8129018617,90,0.7964165204512205,10,rail
SUP-0302,SUP-0305,ships_via,2525071.814994783,90,0.7930512410742528,6,rail
SUP-0398,SUP-0371,ships_via,3583923.1296728924,45,0.8879650022673348,3,air
SUP-0363,SUP-0038,supplies,64926.53109604091,90,0.7916073504270421,3,road
SUP-0374,SUP-0119,supplies,4693220.989461302,60,0.9360577271849235,6,road
SUP-0473,SUP-0297,finances,354648.0799175368,30,0.694719922864621,13,ocean
SUP-0103,SUP-0243,finances,637933.634812541,45,0.9438957209895985,5,road
SUP-0041,SUP-0484,supplies,6513257.028313855,90,0.792963916853741,4,road
SUP-0060,SUP-0361,finances,2312121.0842776266,60,0.626305646763287,11,ocean
SUP-0017,SUP-0148,supplies,2868199.6255325945,60,0.9247793857601377,4,road
SUP-0146,SUP-0226,supplies,709046.8939719645,45,0.9765167188177882,22,ocean
SUP-0069,SUP-0371,ships_via,6155878.52121212,30,0.8382277177694483,2,road
SUP-0460,SUP-0204,supplies,27820466.770044655,45,0.804780495667113,10,ocean
SUP-0168,SUP-0262,supplies,10177505.847343184,60,0.8605816623916124,4,air
SUP-0109,SUP-0399,finances,10330543.317565395,90,0.8522287574488014,19,ocean
SUP-0262,SUP-0143,supplies,4068121.730006229,90,0.9833364752745511,23,ocean
SUP-0215,SUP-0049,supplies,220329.73779570416,45,0.7321181311124976,4,road
SUP-0002,SUP-0206,supplies,2158964.9069154263,30,0.5620265396933997,8,ocean
SUP-0479,SUP-0109,supplies,214620812.52106026,45,0.7031834399432776,8,ocean
SUP-0346,SUP-0275,ships_via,1476267.6952777903,90,0.7035169243852079,4,road
SUP-0412,SUP-0426,supplies,15771396.053853745,60,0.9066642798785249,13,rail
SUP-0478,SUP-0380,supplies,1392543.6958804075,90,0.733984139037362,4,road
SUP-0442,SUP-0364,supplies,4989922.922881727,60,0.7333181153271591,12,ocean
SUP-0124,SUP-0270,ships_via,1521867.5954139489,60,0.5085060130762121,16,ocean
SUP-0381,SUP-0444,finances,6264330.225486458,60,0.9312128856370582,5,road
SUP-0004,SUP-0462,supplies,1088274.0745682083,90,0.8719486558295622,4,road
SUP-0180,SUP-0378,finances,318903.955281979,60,0.8409865924581643,6,rail
SUP-0376,SUP-0058,owns,290558.59895838104,45,0.967722906697318,20,ocean
SUP-0349,SUP-0148,supplies,420152.7465733518,60,0.8379759075055391,7,road
SUP-0385,SUP-0478,supplies,98051.48858432978,120,0.8571102518590422,6,rail
SUP-0378,SUP-0036,ships_via,131537658.09408493,60,0.6964225525831521,11,ocean
SUP-0021,SUP-0275,finances,403061.50922741333,90,0.7258473340998345,13,rail
SUP-0291,SUP-0319,supplies,48359264.18364096,120,0.7076243309713972,8,ocean
SUP-0308,SUP-0195,supplies,2146901.0927576995,60,0.8098818076932756,5,road
SUP-0077,SUP-0351,ships_via,157059.3583692938,60,0.9438048657648477,12,ocean
SUP-0121,SUP-0038,finances,3788941.030391643,45,0.8557525373378158,1,air
SUP-0243,SUP-0109,supplies,9198917.970430499,90,0.4864376996114001,20,rail
SUP-0316,SUP-0148,supplies,5913573.118033514,120,0.7403305067643402,12,ocean
SUP-0425,SUP-0085,supplies,205486.02307069616,120,0.9126034997205956,6,road
SUP-0363,SUP-0218,owns,22649.563265511882,45,0.6600057681360028,8,ocean
SUP-0487,SUP-0234,ships_via,17923809.516705025,120,0.8241957712047419,26,ocean
SUP-0111,SUP-0468,supplies,343138.26193984743,60,0.7728337737447443,10,road
SUP-0196,SUP-0242,finances,55586.695272709,90,0.8856055536475984,2,road
SUP-0130,SUP-0378,supplies,7105533.353276998,45,0.8706438561397323,13,ocean
SUP-0445,SUP-0044,finances,47294.75522996156,45,0.8202629782214208,23,ocean
SUP-0305,SUP-0029,supplies,241672.11182728253,90,0.7975618809012861,11,ocean
SUP-0253,SUP-0197,supplies,1156560.3925574464,60,0.43418311851315367,16,ocean
SUP-0291,SUP-0163,supplies,93871684.8208686,120,0.9628682188177216,7,ocean
SUP-0163,SUP-0461,supplies,185775.66466442397,60,0.8822832169774634,10,ocean
SUP-0443,SUP-0245,finances,419797.08878103737,90,0.6132077447442751,3,air
SUP-0307,SUP-0243,supplies,297897.39570630237,60,0.8429081620276511,11,ocean
SUP-0255,SUP-0425,supplies,3679565.866300137,45,0.8228625212186239,8,rail
SUP-0352,SUP-0432,ships_via,11188614.005629852,45,0.8669713936271247,7,ocean
SUP-0399,SUP-0388,supplies,59425.99544956214,90,0.8123490917636181,18,ocean
SUP-0197,SUP-0218,supplies,120338.416797268,90,0.8119763406490326,8,ocean
SUP-0366,SUP-0108,supplies,2006922.5907599565,30,0.6092108358685518,25,ocean
SUP-0399,SUP-0017,owns,165728.17004116054,60,0.7766976063302152,3,road
SUP-0332,SUP-0025,ships_via,130903.8066234457,60,0.7954165663410062,19,ocean
SUP-0058,SUP-0407,finances,502466.50500841887,90,0.7097542928712295,18,ocean
SUP-0095,SUP-0066,ships_via,495730.77297390293,90,0.962593844804012,9,ocean
SUP-0015,SUP-0207,supplies,1295645.4050251204,90,0.8150166663771775,2,air
SUP-0138,SUP-0251,supplies,4684832.253404318,60,0.8393080838308197,11,ocean
SUP-0082,SUP-0277,ships_via,3659723.3509195317,45,0.9276244834021381,11,ocean
SUP-0283,SUP-0044,supplies,4618672.703490077,45,0.7308817389966599,8,ocean
SUP-0454,SUP-0261,owns,926044.7678385357,120,0.9443688274752835,6,road
SUP-0032,SUP-0124,supplies,3636820.6871359604,60,0.8205594588162008,7,rail
SUP-0142,SUP-0170,supplies,3796395.4709397512,45,0.9239426701727613,13,ocean
SUP-0022,SUP-0410,supplies,330145.7219883988,90,0.871274165542351,20,ocean
SUP-0041,SUP-0230,supplies,10847804.031697009,60,0.771095733619061,17,ocean
SUP-0024,SUP-0200,ships_via,9872138.957026247,60,0.7665881346689166,7,rail
SUP-0303,SUP-0008,ships_via,20712025.334468395,30,0.5948551465442692,21,ocean
SUP-0460,SUP-0498,ships_via,7522009.67529952,90,0.9714562740143409,3,air
SUP-0362,SUP-0296,finances,9548686.685690716,90,0.7340707353864423,3,road
SUP-0344,SUP-0377,supplies,15988485.399032442,60,0.7867387471374784,11,ocean
SUP-0078,SUP-0216,supplies,175403.2981794692,60,0.7950511777019336,4,air
SUP-0418,SUP-0132,finances,1909426.916959822,60,0.7808193512825122,6,road
SUP-0289,SUP-0136,supplies,5422034.212462946,90,0.7446881210415547,7,ocean
SUP-0481,SUP-0003,supplies,621972.263584797,60,0.7416774159158426,9,ocean
SUP-0195,SUP-0444,supplies,832081.9046026489,60,0.46358826113167245,18,ocean
SUP-0350,SUP-0263,ships_via,1159644.774229953,60,0.6973238748634653,8,ocean
SUP-0240,SUP-0176,ships_via,203070.1087660641,120,0.6742879838050667,6,road
SUP-0257,SUP-0352,supplies,249659.41561376426,60,0.9627957767857654,10,road
SUP-0053,SUP-0064,supplies,1550573.8984164956,60,0.837664308281913,3,air
SUP-0239,SUP-0234,supplies,365235.5107780064,60,0.760164655854866,3,road
SUP-0083,SUP-0218,supplies,42468.980852424895,90,0.8181538530091849,15,ocean
SUP-0373,SUP-0453,supplies,256603.01028063704,90,0.49612945037963957,21,ocean
SUP-0354,SUP-0398,ships_via,769771.399302814,120,0.8600992401478917,3,air
SUP-0433,SUP-0383,owns,11525057.802392751,60,0.6153330990609496,16,ocean
SUP-0230,SUP-0129,ships_via,116089.07953617534,60,0.9464358832849384,10,ocean
SUP-0414,SUP-0260,finances,1915.222328647603,60,0.9145592268470397,3,road
SUP-0445,SUP-0490,owns,63810.24847504944,90,0.6910428711604316,4,air
SUP-0246,SUP-0009,ships_via,461006.7521706006,90,0.7974417412165156,10,ocean
SUP-0473,SUP-0325,supplies,310819.7746027006,60,0.995094103460815,1,road
SUP-0386,SUP-0169,finances,1938987.924533223,60,0.6843917999465599,12,ocean
SUP-0145,SUP-0370,supplies,45904.4014445662,45,0.9776573579808048,3,air
SUP-0238,SUP-0247,supplies,333653.22492336656,90,0.8527666053189827,7,road
SUP-0050,SUP-0350,supplies,494812.0868285209,60,0.8876356666147196,9,road
SUP-0192,SUP-0125,ships_via,51689.80940939183,60,0.6561390785610771,14,ocean
SUP-0180,SUP-0441,finances,1256679.9852421028,30,0.9416896823730289,6,road
SUP-0148,SUP-0418,ships_via,574606.5441043585,45,0.875529140379822,14,ocean
SUP-0177,SUP-0318,supplies,540064.9338284306,45,0.8010298270937445,16,ocean
SUP-0027,SUP-0212,ships_via,1088664.4499151225,90,0.7720025167556275,9,rail
SUP-0226,SUP-0075,finances,4465339.709158299,90,0.7931346706845465,16,ocean
SUP-0100,SUP-0101,ships_via,2314987.467690847,60,0.7227817015210419,3,road
SUP-0114,SUP-0199,supplies,1022844.528594232,60,0.8291279303623024,30,ocean
SUP-0365,SUP-0389,supplies,7923229.604636303,90,0.9435644158831819,1,road
SUP-0444,SUP-0473,supplies,64161426.3998963,90,0.8329122653659585,6,road
SUP-0085,SUP-0304,finances,1118740.502064279,90,0.7158155640091971,15,ocean
SUP-0280,SUP-0469,supplies,33311.33188656158,90,0.9270163250238735,5,road
SUP-0450,SUP-0098,finances,9614530.814733198,90,0.7442860956079226,6,rail
SUP-0303,SUP-0371,supplies,33258664.525546875,90,0.8225655280259218,1,air
SUP-0039,SUP-0266,owns,3446412.0167286955,45,0.6130377983687737,12,rail
SUP-0387,SUP-0070,supplies,65903489.078827076,60,0.9262849228836263,23,ocean
SUP-0025,SUP-0347,ships_via,70292924.59637575,45,0.8907661507834843,10,rail
SUP-0308,SUP-0451,ships_via,1295500.9263641848,90,0.74376721272489,19,ocean
SUP-0240,SUP-0224,ships_via,197567.23622175417,90,0.9584285531515655,11,ocean
SUP-0263,SUP-0127,ships_via,357678.85559179256,120,0.9018321910348407,15,ocean
SUP-0111,SUP-0151,supplies,274416.92643438175,45,0.6845471232956764,22,ocean
SUP-0443,SUP-0300,supplies,326955.91454567993,60,0.8049626802959381,2,air
SUP-0051,SUP-0344,supplies,530478.4587733342,90,0.7157205039817943,22,ocean
SUP-0468,SUP-0108,ships_via,1280510.8028819815,90,0.7966718391410212,2,road
SUP-0029,SUP-0343,ships_via,3588827.523818394,90,0.8667187728555448,10,ocean
SUP-0151,SUP-0373,supplies,2351670.3513091058,45,0.6867168213831609,17,ocean
SUP-0263,SUP-0008,ships_via,365654.5001578208,120,0.7563694377113677,6,air
SUP-0258,SUP-0191,supplies,8377604.231787244,120,0.5634913494054539,5,road
SUP-0129,SUP-0117,supplies,40793273.42059979,120,0.7776004934815653,9,ocean
SUP-0144,SUP-0396,supplies,998691.4072317807,90,0.9873702819901881,10,road
SUP-0277,SUP-0323,ships_via,15464161.799225057,90,0.9117998372359443,2,air
SUP-0010,SUP-0266,supplies,403022.15523611417,30,0.6737216889940463,18,ocean
SUP-0074,SUP-0112,finances,16859676.70040449,60,0.8069291031984708,12,ocean
SUP-0197,SUP-0240,ships_via,182323.4661415001,30,0.7397607942681638,10,rail
SUP-0012,SUP-0481,supplies,2869247.9417322716,60,0.8372554912815175,11,ocean
SUP-0043,SUP-0497,supplies,55674.462414749054,120,0.7761543992760392,34,ocean
SUP-0013,SUP-0081,ships_via,2496001.0626858776,90,0.5693564296731775,22,ocean
SUP-0408,SUP-0242,finances,1035471.3148665179,60,0.6715137300427984,28,ocean
SUP-0056,SUP-0374,supplies,3658065.5506584006,90,0.8475178775744325,7,rail
SUP-0092,SUP-0148,supplies,2203529.4988221917,60,0.7978524967576663,4,rail
SUP-0398,SUP-0499,supplies,2103235.908504812,60,0.941810050417617,4,road
SUP-0216,SUP-0233,supplies,2141475.7369480007,90,0.8915273104375129,13,road
SUP-0224,SUP-0173,supplies,12878773.044665202,60,0.8635991915518616,2,air
SUP-0328,SUP-0470,ships_via,8810900.972858664,90,0.8925477842493633,7,road
SUP-0311,SUP-0301,supplies,5818502.980373641,90,0.9665939727265617,3,road
SUP-0206,SUP-0031,finances,376735.14195257454,60,0.7962289891172646,7,rail
SUP-0437,SUP-0052,supplies,408835.3424369647,60,0.7746204151220385,13,ocean
SUP-0113,SUP-0490,ships_via,3280393.920170937,60,0.9376633488534675,32,ocean
SUP-0106,SUP-0310,finances,56916.019645031185,120,0.7869623078807173,4,air
SUP-0257,SUP-0434,supplies,160941.66232073755,60,0.9271764976483527,2,road
SUP-0435,SUP-0493,supplies,698764.2571949746,90,0.6365242179753748,18,ocean
SUP-0448,SUP-0372,supplies,302371.10953091737,90,0.9533985175739019,8,ocean
SUP-0372,SUP-0486,supplies,6080637.7751867175,30,0.8026668655601263,3,road
SUP-0001,SUP-0477,ships_via,13748223.286954263,60,0.6340141977352682,17,ocean
SUP-0364,SUP-0205,finances,159203.63038469924,45,0.8236573912239883,5,air
SUP-0081,SUP-0319,ships_via,227501.7411699174,45,0.8372939174313558,5,air
SUP-0435,SUP-0410,owns,1018216.2885096848,45,0.5499138118536179,15,ocean
SUP-0056,SUP-0473,supplies,3958566.4952062313,90,0.6342184782205188,5,road
SUP-0062,SUP-0413,supplies,14268534.509746952,90,0.7817550961646033,8,road
SUP-0257,SUP-0403,supplies,184377.7681256506,60,0.7184752375482282,7,ocean
SUP-0270,SUP-0163,ships_via,2279771.8970869128,60,0.7874478578039663,29,ocean
SUP-0169,SUP-0214,supplies,1738455.9157325474,60,0.7328014414392015,10,ocean
SUP-0241,SUP-0411,supplies,157541906.1583718,90,0.9006888820685609,3,air
SUP-0357,SUP-0063,owns,1774279.8085925293,120,0.7080493602881828,2,air
SUP-0331,SUP-0081,supplies,139283.60697468556,90,0.6767449027163444,8,ocean
SUP-0356,SUP-0393,supplies,85728.78064917041,60,0.9065137929581377,3,air
SUP-0118,SUP-0489,supplies,520058.38367280405,120,0.7797864323147995,5,road
SUP-0279,SUP-0209,supplies,423566.9808558807,90,0.8766915392720059,13,ocean
SUP-0063,SUP-0432,supplies,9109956.188938055,45,0.6020941805571828,13,ocean
SUP-0121,SUP-0177,supplies,3928879.230412051,60,0.5475031831235434,5,air
SUP-0486,SUP-0255,supplies,1180236.486395425,60,0.9368476502665584,33,ocean
SUP-0021,SUP-0486,finances,597105.2065143745,90,0.9573045730152556,8,road
SUP-0232,SUP-0192,supplies,174107.92935470972,60,0.9455636815913043,5,road
SUP-0246,SUP-0442,ships_via,246451.51929448848,60,0.7447978546604891,2,road
SUP-0116,SUP-0472,ships_via,1113462.6262365992,45,0.969075594986912,17,ocean
SUP-0025,SUP-0369,ships_via,28158413.33827357,60,0.8237106576517201,18,ocean
SUP-0064,SUP-0035,finances,1904928.0321002745,90,0.8596365238646111,13,rail
SUP-0365,SUP-0480,supplies,5383298.066475951,60,0.8253354442872163,8,ocean
SUP-0296,SUP-0249,supplies,933582.5797481299,60,0.8718959420861254,19,ocean
SUP-0278,SUP-0144,supplies,1311247.9254153857,90,0.851460415662719,26,ocean
SUP-0073,SUP-0243,supplies,174978.56127843677,120,0.7615602795924835,3,road
SUP-0272,SUP-0220,finances,24592133.788106065,45,0.8189531821844155,18,ocean
SUP-0091,SUP-0190,supplies,1842245.2406415772,60,0.8173749812859058,3,road
SUP-0156,SUP-0338,supplies,1588123.810456289,60,0.6892345591360161,13,ocean
SUP-0476,SUP-0056,supplies,12759551.134163827,45,0.9579116922155293,3,road
SUP-0223,SUP-0316,finances,29702161.46965567,90,0.6980786511725139,2,air
SUP-0014,SUP-0125,supplies,25808.187127570272,120,0.7343117720586044,4,road
SUP-0297,SUP-0395,supplies,2016258.5985282403,60,0.9119444954211432,5,road
SUP-0093,SUP-0491,finances,841405.2395152007,60,0.746155483323009,7,road
SUP-0002,SUP-0236,ships_via,612947.8522655077,30,0.9761225050467502,8,road
SUP-0335,SUP-0403,supplies,2180188.793422092,90,0.6497564255156226,10,ocean
SUP-0316,SUP-0160,supplies,8911829.107644977,30,0.8156059654799322,5,road
SUP-0108,SUP-0419,ships_via,826970.1221832643,60,0.6766050542523674,9,ocean
SUP-0370,SUP-0266,supplies,5174162.686077765,45,0.6474805852324798,13,ocean
SUP-0090,SUP-0254,owns,2218492.1646292713,90,0.9769038391314557,14,ocean
SUP-0250,SUP-0050,ships_via,12177.20374732138,120,0.8906385311936975,9,ocean
SUP-0278,SUP-0330,ships_via,987881.4403328784,30,0.7903874087235473,17,ocean
SUP-0056,SUP-0395,ships_via,2571788.3962234254,90,0.9230994513438823,4,road
SUP-0347,SUP-0252,owns,2932806.135415326,90,0.9958930513588241,5,road
SUP-0251,SUP-0079,supplies,147198.141868219,45,0.8955108826834332,22,ocean
SUP-0215,SUP-0338,supplies,210565.59709733372,120,0.4587311211693837,11,ocean
SUP-0368,SUP-0312,ships_via,61458560.59512142,90,0.7750870624490788,7,road
SUP-0390,SUP-0431,supplies,388068.5382282665,60,0.8507814017479887,8,road
SUP-0246,SUP-0477,ships_via,393478.6560252467,90,0.7808143214980716,8,road
SUP-0407,SUP-0121,supplies,1415713.3314663158,60,0.6840256213114283,12,ocean
SUP-0026,SUP-0146,supplies,12781674.774210438,30,0.8496000695682493,2,air
SUP-0311,SUP-0475,supplies,1551643.42636228,60,0.8018963999517933,10,ocean
SUP-0139,SUP-0059,ships_via,129374.43834184203,90,0.7949275483631011,2,road
SUP-0288,SUP-0456,supplies,228800.10480047172,120,0.883709216602455,18,ocean
SUP-0312,SUP-0077,supplies,1003096.1829753564,60,0.9040556303247849,18,ocean
SUP-0408,SUP-0209,supplies,2543071.43371018,60,0.80095863994983,10,rail
SUP-0278,SUP-0069,supplies,1097680.2818256589,45,0.5429227677685317,1,air
SUP-0007,SUP-0488,ships_via,202719.15946356003,120,0.8567524121353337,12,ocean
SUP-0489,SUP-0250,owns,237905711.22366476,45,0.8362376630971905,24,ocean
SUP-0255,SUP-0441,ships_via,3756464.689216936,120,0.9389403060748539,3,air
SUP-0061,SUP-0015,ships_via,1276518.0117612926,45,0.9261543585967157,19,ocean
SUP-0064,SUP-0020,supplies,4075720.696330321,30,0.677127793823714,37,rail
SUP-0015,SUP-0266,owns,827444.675119181,45,0.8237927317899311,15,ocean
SUP-0110,SUP-0021,finances,190771424.37799275,60,0.907950369610089,5,ocean
SUP-0133,SUP-0271,finances,9177277.966157239,60,0.7305201288264768,9,ocean
SUP-0474,SUP-0353,supplies,5051080.639503875,120,0.8828256445869371,5,road
SUP-0406,SUP-0244,supplies,78053.05796294314,60,0.8887861484722438,14,ocean
SUP-0001,SUP-0391,supplies,3252193.219461355,45,0.6393376229680277,13,ocean
SUP-0168,SUP-0050,supplies,12774590.861730453,90,0.6731901806493811,9,rail
SUP-0153,SUP-0124,supplies,1533386.09237883,60,0.7888920056195585,10,ocean
SUP-0225,SUP-0080,finances,708378.7258500023,90,0.813623840481227,5,road
SUP-0077,SUP-0249,supplies,412725.0847377213,90,0.8894757600778486,24,ocean
SUP-0133,SUP-0198,supplies,18855086.161071587,120,0.9703870324012125,9,road
SUP-0285,SUP-0269,finances,280533.9902591025,60,0.785463053577739,27,ocean
SUP-0259,SUP-0076,owns,4194086.1237046863,60,0.837010053953391,3,road
SUP-0422,SUP-0222,supplies,184410.759416882,60,0.7007015602934167,2,air
SUP-0462,SUP-0382,supplies,7548848.099984594,60,0.6501752005868667,2,air
SUP-0195,SUP-0034,finances,2347128.231108953,60,0.5784517524624513,12,rail
SUP-0407,SUP-0393,owns,636107.7215055041,30,0.7239149687135078,13,ocean
SUP-0418,SUP-0109,ships_via,3226983.963306305,45,0.7579066196060303,12,ocean
SUP-0172,SUP-0434,supplies,1374895.5201348625,120,0.6593999656785164,25,ocean
SUP-0220,SUP-0407,ships_via,3779573.8984823264,120,0.7787324079310436,5,road
SUP-0313,SUP-0223,ships_via,14419439.910026215,30,0.6774920897257056,14,ocean
SUP-0454,SUP-0036,supplies,1603255.6790045286,120,0.9402682013463501,3,air
SUP-0387,SUP-0192,supplies,65333668.52427057,90,0.773646830302789,13,rail
SUP-0423,SUP-0311,finances,227763.43540120512,30,0.8968686436413528,18,ocean
SUP-0396,SUP-0169,ships_via,8480880.925445115,120,0.9563611546168034,26,ocean
SUP-0089,SUP-0317,supplies,2862884.019937982,120,0.5357214610771126,2,road
SUP-0106,SUP-0411,ships_via,49950.423767645465,90,0.9634465384023948,15,ocean
SUP-0442,SUP-0478,ships_via,1194964.4253134474,90,0.726480260354842,13,ocean
SUP-0224,SUP-0198,supplies,8553254.113228574,60,0.873860192674635,12,ocean
SUP-0096,SUP-0493,supplies,12209953.330118543,60,0.8054903436204047,4,air
SUP-0149,SUP-0124,supplies,11400464.445415264,90,0.9610200566308809,8,road
SUP-0245,SUP-0472,owns,649927.1082206885,60,0.9124787901670256,11,ocean
SUP-0277,SUP-0071,supplies,18916058.652069204,60,0.898768248300246,27,ocean
SUP-0098,SUP-0270,finances,326857.68448871747,90,0.8360140118825077,1,air
SUP-0125,SUP-0336,supplies,6206581.911152169,90,0.9053675893533419,17,ocean
SUP-0193,SUP-0020,finances,118671.88982729612,90,0.8524885496479057,2,air
SUP-0106,SUP-0221,owns,142358.7887857087,45,0.9325865978108177,3,road
SUP-0492,SUP-0138,owns,2450221.1229013824,60,0.7259050687064504,10,rail
SUP-0010,SUP-0407,finances,661594.7146278325,30,0.7450966632769891,2,air
SUP-0382,SUP-0237,supplies,1033522.759926042,90,0.5902077659884164,1,air
SUP-0146,SUP-0051,supplies,782780.3752420424,45,0.7553429311039099,6,road
SUP-0277,SUP-0019,supplies,23570178.186417922,120,0.9301342282575569,6,road
SUP-0153,SUP-0011,ships_via,1704999.7349735305,90,0.700929384529171,13,ocean
SUP-0467,SUP-0018,supplies,1389650.1073376301,60,0.6802243102851137,4,road
SUP-0486,SUP-0242,supplies,798799.4458201248,90,0.7325661444235492,4,road
SUP-0179,SUP-0162,supplies,3537257.635696145,45,0.8131002664129572,7,ocean
SUP-0014,SUP-0104,ships_via,49080.78244582965,30,0.9916653701530375,2,road
SUP-0086,SUP-0193,supplies,155048596.60965452,30,0.9010009328635622,19,ocean
SUP-0358,SUP-0218,supplies,13205745.879510446,60,0.6866872972538133,21,ocean
SUP-0414,SUP-0290,supplies,4977.597701015141,90,0.6757024494068803,17,ocean
SUP-0020,SUP-0248,supplies,1639442.2286530118,45,0.9625112337213934,16,ocean
SUP-0006,SUP-0466,finances,4670535.536540323,90,0.8730871435480129,19,ocean
SUP-0245,SUP-0187,ships_via,812160.378271972,30,0.8216273893092242,3,air
SUP-0402,SUP-0195,ships_via,10413979.35387669,60,0.846140582030638,3,road
SUP-0383,SUP-0206,supplies,620304.5709209664,90,0.8716742185571117,10,rail
SUP-0010,SUP-0024,supplies,289363.8068307242,90,0.9924106084524772,8,rail
SUP-0494,SUP-0374,ships_via,396817.2527840077,120,0.6367656317753014,12,ocean
SUP-0142,SUP-0270,supplies,8529298.190033538,90,0.6840671048914961,7,road
SUP-0114,SUP-0199,finances,1811058.3168538297,60,0.7932732044014634,26,ocean
SUP-0177,SUP-0178,finances,643842.2444281377,30,0.7412782656305743,1,air
SUP-0378,SUP-0259,supplies,118303683.89329302,60,0.8668372766920815,12,ocean
SUP-0159,SUP-0450,ships_via,37197425.66659019,120,0.7633065243154803,12,ocean
SUP-0323,SUP-0199,supplies,1391055.0834971352,60,0.9361920425157908,22,ocean
SUP-0121,SUP-0215,supplies,2064188.1199298296,60,0.8732613758473052,2,road
SUP-0058,SUP-0066,supplies,341891.5692883894,45,0.8230466538624273,4,ocean
SUP-0054,SUP-0160,ships_via,2601565.968338367,45,0.9210265404224952,19,ocean
SUP-0219,SUP-0374,owns,499817.1434347576,90,0.9578832357382323,4,air
SUP-0001,SUP-0361,supplies,5074702.116507495,60,0.6016832754452494,6,ocean
SUP-0279,SUP-0402,ships_via,1082914.8495788826,120,0.8205442374793509,4,road
SUP-0387,SUP-0246,supplies,181549316.5808039,60,0.9046064068539119,9,road
SUP-0281,SUP-0450,supplies,833112.278130383,90,0.6790404538398919,9,ocean
SUP-0228,SUP-0277,ships_via,28749988.62184623,45,0.9482040310569605,14,ocean
SUP-0085,SUP-0065,ships_via,1833551.6602484805,45,0.5830278447139194,17,ocean
SUP-0080,SUP-0076,ships_via,1260187.8844154417,60,0.9846048224444276,5,rail
SUP-0058,SUP-0248,finances,296649.65616754454,45,0.879235030097466,3,road
SUP-0041,SUP-0187,supplies,6740121.5484133735,120,0.9066003591589862,7,ocean
SUP-0281,SUP-0053,supplies,429025.48639368336,90,0.9195734674206081,2,air
SUP-0139,SUP-0023,supplies,69190.77732319235,60,0.6865485534402351,10,ocean
SUP-0331,SUP-0309,finances,56813.24157252477,60,0.9542280604058885,15,ocean
SUP-0177,SUP-0377,supplies,1278826.2814273033,60,0.8709488427535391,18,ocean
SUP-0161,SUP-0110,supplies,1300287.2401296785,90,0.600333084717271,5,air
SUP-0230,SUP-0122,ships_via,139354.61638436193,45,0.8037771383856023,35,ocean
SUP-0181,SUP-0267,supplies,9181001.970127657,60,0.8827612278209144,5,road
SUP-0050,SUP-0060,ships_via,464466.04569235997,30,0.8250000432005306,12,ocean
SUP-0012,SUP-0418,owns,2020788.780746142,120,0.8289828991288446,2,air
SUP-0489,SUP-0294,supplies,79221683.71499507,60,0.8446912325472443,2,air
SUP-0053,SUP-0180,supplies,3530618.109351652,90,0.7445235506109983,16,ocean
SUP-0134,SUP-0289,owns,2034407.3480588805,120,0.9254903621942945,11,ocean
SUP-0202,SUP-0081,ships_via,494436.5501282294,60,0.9091463425636426,6,road
SUP-0220,SUP-0157,supplies,3078348.0042680246,30,0.6004269144880235,9,ocean
SUP-0374,SUP-0265,finances,4478325.286259232,60,0.8175082032589872,11,ocean
SUP-0354,SUP-0481,supplies,490442.3834141996,90,0.6070076514764204,5,road
SUP-0303,SUP-0421,ships_via,25188102.176513825,60,0.8923831400814473,4,road
SUP-0155,SUP-0317,supplies,202844.82783157696,30,0.8300820143644747,1,air
SUP-0476,SUP-0167,supplies,34083940.03429771,30,0.6825529437672561,13,ocean
SUP-0041,SUP-0463,finances,3552463.592973058,90,0.5484965689155121,10,ocean
SUP-0155,SUP-0064,supplies,176052.82066622173,90,0.7902062197780875,8,road
SUP-0188,SUP-0150,finances,2963090.9956008587,45,0.7884864874133543,7,road
SUP-0174,SUP-0214,finances,13977.122196237084,90,0.8140661895079939,5,ocean
SUP-0276,SUP-0275,owns,508956.56018559844,60,0.768647561406487,19,ocean
SUP-0025,SUP-0337,supplies,58954850.15043586,30,0.807247020802851,16,ocean
SUP-0420,SUP-0206,supplies,131098.53929030223,60,0.826895963563709,7,ocean
